code,name,listing_date,prospectus_date,offer_start_date,offer_end_date,pricing_date,allotment_date,board,offering_type,is_latest,offer_price_low,offer_price_high,issue_price,board_lot,market_cap_hkdm,offer_shares,public_offer_shares,placing_shares,gross_proceeds_hkd,net_proceeds_hkd,proceeds_currency,use_of_proceeds,public_subscription_multiple,international_subscription_multiple,valuation_metric,source_table,public_subscription_multiple_ballot,one_lot_success_rate_pct,industry_level_1,industry_level_2,total_applicants,name_cs,cornerstone_count,cornerstone_amount_hkd,cornerstone_top_names,cornerstone_quality_score,lockup_end_date,record_date,margin_amount_hkd,margin_multiple,margin_over_text,underwriter_count,top_underwriters,bookrunner_count,top_bookrunners,lifecycle_stage,pre_listing_score,decision_tier,model_recommendation,risk_tags
8637.HK,元续科技,2024-07-02,2024-06-28,2024-06-21,2024-06-26,2024-06-27,2024-06-28,创业板,"发售以供认购,发售以供配售",是,2.38,3.0,2.42,1000,3030.25,27000000,2700000,24300000,65340000.0,12030000.0,HKD,"估计所得款项总净额约60.1%将用于扩充营运规模及提升产能。估计所得款项总净额约15.4%将用于加强精密机加工服务的品质监控能力。估计所得款项总净额约4.7%将用于加强营销活动,以保持与现有客户的关系及使客户基础更添多元。估计所得款项总净额约9.8%将用于偿还银行借款。估计所得款项总净额约10.0%将用作营运资金及一般企业用途。",2480.61,1.43,,首发信息一览,2480.61,3.01,资讯科技业,信息技术,30583,,,,,,,2024-06-26,15680820000,2515.3748,超购于1934.9037倍,,,,,已上市/半新股,71.0,B 重点观察,保持交易观察；关注定价、配发结果、暗盘与首日承接，不建议无条件追高。,公开超购极热；孖展拥挤；一手中签率低
2559.HK,嘀嗒出行,2024-06-28,2024-07-25,2024-06-20,2024-06-25,2024-06-26,2024-06-27,主板,"发售以供认购,发售以供配售",是,5.0,7.0,6.0,500,3535.3,39091000,3909500,35181500,234546000.0,182340000.0,HKD,约50.0%用于主要通过用户奖励及补贴、线上广告活动线下推广及宣传活动扩大公司的用户群并加强公司的营销及推广计划。约35.0%用于提升公司的技术能力及升级公司的安全机制。约15.0%用于提升变现能力。,112.9,1.28,,首发信息一览,112.9,10.0,非必需性消费,信息技术,19815,,,,,,,2024-06-25,2502320000,117.5685,超购于90.4373倍,1.0,富途证券国际(香港)有限公司,1.0,农银国际融资有限公司,已上市/半新股,47.0,D 回避/仅跟踪,暂不主动参与；仅在明显低估或上市后资金重新进场时复盘。,等待更多结构数据
6181.HK,老铺黄金,2024-06-28,2024-07-25,2024-06-20,2024-06-25,2024-06-20,2024-06-27,主板,"发售以供认购,发售以供配售",是,40.5,40.5,40.5,100,4090.85,19451300,1945200,17506100,1041829650.0,957080000.0,HKD,"73.3%将用作扩展销售网络,并通过在未来数年在国内及海外市场开设新门店以促进品牌国化。11.3%将用作维持公司的品牌定位及提高公司的品牌知名度。2.7%将用作优化内部信息技术系统及提升自动化及信息化水平,改善公司的营运效率。2.7%将用作加强公司的研发能力。10.0%将用作公司的一般营运资金及一般企业用途。",582.15,11.9,41.990050868681,首发信息一览,582.15,3.39,非必需性消费,非日常生活消费品,42474,老铺黄金,3.0,437464800.0,Huang River Investment Limited；CPE Greater China Enterprises Growth Fund；南方基金管理股份有限公司,55.0,2024-12-28,2024-06-25,34099930000,561.4008,超购于431.8467倍,,,,,已上市/半新股,61.7,C 等待触发,等待补充字段或价格触发；更适合二级深V/回踩确认后再行动。,孖展拥挤；一手中签率低
2479.HK,天聚地合,2024-06-28,2024-06-27,2024-06-20,2024-06-25,2024-06-20,2024-06-27,主板,"发售以供认购,发售以供配售",是,83.33,83.33,83.33,50,4208.53,4818200,481850,4336350,401500000.0,349100000.0,HKD,"约25%将用于全面升级公司的API市场中已有的API产品组合,从而抓住政府及公共数据开放以及授权运营带来的重大机遇,这可能为未来增长创造机会。约45%将用于公司数据管理解决方案已有产品及服务的升级,旨在开发及扩展特定行业的应用,增强公司在数据管理解决方案方面的技术实力和市场竞争力。公司计划在未来三年招聘不超过100名销售人员及市场策划专家。公司计划在未来三年将所得款项用作线上及线下营销开支。公司在未来三年将招聘合共约300名雇员,包括项目经理、工程师、设计师、研究人员及其他交付人员。约20%将用于数据安全及隐私保护技术的研发,构建数据确权、安全数据存储、可信数据传输及协同生产的全生态体系,以加强公司的运营能力,为数据流通提供安全、可信、可追溯的技术支撑。约10%将用作营运资金及一般企业用途。",602.87,0.99,79.61387633873,首发信息一览,602.87,1.28,资讯科技业,信息技术,36119,天聚地合,4.0,319649713.5,The Reynold Lemkins Group (Asia) Limited；园丰国际有限公司；徐州经济技术开发区(香港)投资有限公司；Gold Wings Holdings Limited,50.0,2024-12-28,2024-06-25,18997100000,613.7599,超购于472.123倍,1.0,富途证券国际(香港)有限公司,1.0,农银国际融资有限公司,已上市/半新股,58.0,C 等待触发,等待补充字段或价格触发；更适合二级深V/回踩确认后再行动。,孖展拥挤；一手中签率低
2881.HK,武汉有机,2024-06-18,2024-07-15,2024-06-07,2024-06-13,2024-06-14,2024-06-17,主板,"发售以供认购,发售以供配售",是,5.5,8.5,5.5,500,4292.86,18300000,1830000,16470000,100650000.0,25850000.0,HKD,"全球发售所得款项净额约82.0%将用于建设主要着重生产甲苯氯化产品及衍生品的新生产设施以增加湖北新轩宏生产基地的产能;全球发售所得款项净额约3.0%将用作研发活动;全球发售所得款项净额约5.0%将用作销售及营销活动,以提升公司于中国及海外的品牌知名度;全球发售所得款项净额约10.0%将用于公司的营运资金及一般企业用途,包括原材料采购及库存量管理。",337.57,0.92,,首发信息一览,337.57,5.01,原材料业,原材料,13111,,,,,,,2024-06-13,3602190000,299.7509,超购于230.5776倍,1.0,富途证券国际(香港)有限公司,1.0,农银国际融资有限公司,已上市/半新股,50.0,C 等待触发,等待补充字段或价格触发；更适合二级深V/回踩确认后再行动。,等待更多结构数据
2512.HK,云工场,2024-06-14,2024-10-25,2024-06-05,2024-06-11,2024-06-05,2024-06-13,主板,"发售以供认购,发售以供配售,发售现有证券",是,4.6,4.6,4.6,1000,4646.39,115000000,11500000,103500000,391000000.0,336500000.0,HKD,所得款项净额约47.7%将用于现有业务改进与运营发展。所得款项净额约18.5%将用于全面推行及升级公司的边缘计算服务。所得款项净额约12.8%将用于为IDC解决方案服务及边缘计算服务运营招聘人才。约11.0%将用于与大学及科研院所合作研发。约10.0%将用作运营资金及一般企业用途。,25.79,1.09,,首发信息一览,25.79,100.0,资讯科技业,信息技术,8846,,,,,,,2024-06-11,1136800000,24.9973,超购于20.4896倍,1.0,富途证券国际(香港)有限公司,,,已上市/半新股,46.3,D 回避/仅跟踪,暂不主动参与；仅在明显低估或上市后资金重新进场时复盘。,等待更多结构数据
2228.HK,晶泰控股,2024-06-13,2024-07-07,2024-06-04,2024-06-07,2024-06-11,2024-06-12,主板,"发售以供认购,发售以供配售",是,5.03,6.03,5.28,1000,6090.81,187373000,9369000,178004000,1035772320.0,943440000.0,HKD,"约75.0%的所得款项净额将用于持续提升公司的研发能力及解决方案提供能力,约15.0%的所得款项净额将用于提升公司在国内外的商业化能力,约10.0%的所得款项净额将用于营运资金和一般公司用途。",103.35,2.13,32.58567867502,首发信息一览,103.35,20.0,医疗保健业,工业,19602,晶泰控股,8.0,337513440.0,海棠壹号有限合伙基金；Ginkgo Capital Global Fund SPC-Ginkgo Capital Global Fund I SP；Mammoth Medical Solutions；Successful Lotus Limited；IntelliMed One Investment Limited,55.0,2024-12-13,2024-06-07,4296740000,97.5716,超购于75.0551倍,1.0,富途证券国际(香港)有限公司,1.0,农银国际融资有限公司,已上市/半新股,55.9,C 等待触发,等待补充字段或价格触发；更适合二级深V/回踩确认后再行动。,基石阵容较多
2550.HK,宜搜科技,2024-06-07,2024-06-06,2024-05-30,2024-06-04,2024-06-05,2024-06-06,主板,"发售以供认购,发售以供配售",是,5.8,8.0,5.8,500,4040.35,14802500,1480500,13322000,85854500.0,40700000.0,HKD,"约45.0%用于提高公司的研发能力,确保长期技术优势;约25.0%用于提高公司作为第三方数字阅读平台的实力;约15.0%用于扩大公司的数字营销服务。公司拟通过将公司的自有智能广告平台易推升级、增加下游媒体渠道数目、深化与广告主的合作及扩大数字营销服务的范围,扩大数字营销服务的业务规模;约15.0%用作在海外市场扩大网络游戏发行服务。",114.59,0.98,,首发信息一览,114.59,10.02,非必需性消费,信息技术,9239,,,,,,,2024-06-04,669950000,72.2503,超购于55.5771倍,,,,,已上市/半新股,45.6,D 回避/仅跟踪,暂不主动参与；仅在明显低估或上市后资金重新进场时复盘。,等待更多结构数据
2522.HK,一脉阳光,2024-06-07,2024-06-06,2024-05-30,2024-06-04,2024-06-05,2024-06-06,主板,"发售以供认购,发售以供配售",是,14.6,16.8,14.98,500,8484.71,17816000,1782000,16034000,266880000.0,183480000.0,HKD,约50.0%用于扩充公司的医学影像中心网络；约20.0%用于在医学影像领域寻求战略合作及并购的机会以及在医疗影像服务产业链中寻求战略合作及投资机会；约20.0%用于将公司的业务拓展至(i)相对缺乏医疗资源的海外国家和地区(例如东南亚);及(ii)人均可支配收入高以及在医疗影像服务方面具有庞大增长潜力的海外国家和地区(例如中东)；约10.0%用作营运资金及一般公司用途。,336.33,1.24,45.338729016787,首发信息一览,336.33,3.01,医疗保健业,医疗保健,17855,一脉阳光,3.0,121000000.0,卓投企业管理(香港)有限公司；联影医疗科技香港有限公司；中国新锐医药控股有限公司,50.0,2025-06-07,2024-06-04,4394970000,189.5456,超购于145.8043倍,1.0,富途证券国际(香港)有限公司,1.0,农银国际融资有限公司,已上市/半新股,51.0,C 等待触发,等待补充字段或价格触发；更适合二级深V/回踩确认后再行动。,一手中签率低
8529.HK,优博控股,2024-06-03,2024-05-31,2024-05-24,2024-05-29,2024-05-30,2024-05-31,创业板,"发售以供认购,发售以供配售",是,0.5,0.6,0.5,5000,3030.25,125000000,12500000,112500000,68750000.0,31350000.0,HKD,78.2%将用作提高公司的产能及生产力；6.2%将用作加强公司在全球市场（包括中国市场）的销售及市场推广工作；4.2%将用作购买ERP系统及升级信息系统以支援ERP系统；3.1%将用作加强公司的研发及材料工程的能力；8.3%将用作一般营运资金。,2503.03,1.15,,首发信息一览,2503.03,0.2,资讯科技业,信息技术,38849,,,,,,,2024-05-29,16979020000,2941.7301,超购于2262.8693倍,,,,,已上市/半新股,70.5,B 重点观察,保持交易观察；关注定价、配发结果、暗盘与首日承接，不建议无条件追高。,公开超购极热；孖展拥挤；一手中签率低
2443.HK,汽车街,2024-05-31,2024-05-30,2024-05-23,2024-05-28,2024-05-29,2024-05-30,主板,"发售以供认购,发售以供配售",是,10.2,11.2,10.2,200,2262.59,15000000,1500000,13500000,153000000.0,90880000.0,HKD,"40.0%将用于扩充拍场网络的地理覆盖；10.0%将用于加强公司与现有卖家及买家的关系,以及为公司的平台吸引新卖家及买家；15.0%将用于发展及多元化拓展公司的服务组合,并探索新增长领域；15.0%将用于进一步投资于研发,进一步加强公司的数字化基础设施,并持续支援公司的数字化举措；10.0%将用于与业务伙伴建立潜在战略伙伴关系及结盟,以及对行业的目标公司作出投资及╱或收购行业的目标公司的控股权益；10.0%将用作公司的营运资金及一般企业用途。",433.34,0.98,,首发信息一览,433.34,5.01,非必需性消费,非日常生活消费品,19474,,,,,,,2024-05-28,5786340000,446.4525,超购于343.425倍,1.0,富途证券国际(香港)有限公司,1.0,农银国际融资有限公司,已上市/半新股,52.3,C 等待触发,等待补充字段或价格触发；更适合二级深V/回踩确认后再行动。,等待更多结构数据
2505.HK,EDA集团控股,2024-05-28,2024-06-24,2024-05-20,2024-05-23,2024-05-24,2024-05-27,主板,"发售以供认购,发售以供配售",是,2.28,3.06,2.28,1000,3090.85,97625000,9763000,82980000,222590000.0,192180000.0,HKD,"约占全球发售所得款项净额的约62.0%,以通过公司的轻资产模式增强公司的全球物流网络；约占全球发售所得款项净额的约16.0%,以改造公司的易达云平台；约占全球发售所得款项净额的约16.0%,以加强公司的市场占有率以吸引新客户及维持与核心客户(即因年度收入贡献超过人民币3百万元而公司为其指定专责销售人员的客户)的关系；约占全球发售所得款项净额的约6.0%作为一般营运资金。",103.44,0.98,22.845141291163,首发信息一览,103.44,10.01,工业,工业,9929,EDA集团控股,2.0,50851000.0,中国太保投资管理(香港)有限公司；The Reynold Lemkins Group (Asia) Limited,50.0,2024-11-28,2024-05-23,2406460000,103.417,超购于79.5515倍,1.0,富途证券国际(香港)有限公司,1.0,农银国际融资有限公司,已上市/半新股,48.2,D 回避/仅跟踪,暂不主动参与；仅在明显低估或上市后资金重新进场时复盘。,等待更多结构数据
0917.HK,趣致集团,2024-05-27,2024-05-24,2024-05-17,2024-05-22,2024-05-23,2024-05-24,主板,"发售以供认购,发售以供配售",是,25.0,29.7,25.0,200,5999.91,19704000,1970400,17733600,492600000.0,420510000.0,HKD,"32.0%将用于于未来四年内扩展公司的自动贩卖机网络及提高市场渗透率；13.0%将用于在未来四年内优化营销服务,专注于提升用户运营及公司的服务矩阵；15.0%将用于提高公司的品牌知名度,继而于未来三年内进一步拓展品牌客户群；20.0%将用于在未来四年内加强公司的技术能力及研发力度,以提高运营效率；10.0%将用于寻求战略联盟和收购；10.0%将用于公司的一般营运资金及一般企业用途。",12.05,1.11,15.874949248883,首发信息一览,12.05,60.02,非必需性消费,信息技术,5765,趣致集团,1.0,78200000.0,金利富通有限合伙基金,55.0,2024-11-27,2024-05-22,672530000,12.8004,超购于10.4921倍,1.0,富途证券国际(香港)有限公司,1.0,农银国际融资有限公司,已上市/半新股,48.6,D 回避/仅跟踪,暂不主动参与；仅在明显低估或上市后资金重新进场时复盘。,等待更多结构数据
2898.HK,盛禾生物-B,2024-05-24,2024-05-23,2024-05-16,2024-05-21,2024-05-16,2024-05-23,主板,"发售以供认购,发售以供配售",是,13.5,13.5,13.5,200,2727.22,34151800,3415200,30736600,461050000.0,391640000.0,HKD,28.2%将用于IAH0968在中国正在进行及计划进行的临床试验(主要包括临床试验所用原材料及耗材成本、相关临床试验团队的工资和福利以及与招募患者及聘请外部顾问有关的成本)；35.8%将用于IAP0971在中国正在进行及计划进行的临床试验(主要包括临床试验所用原材料及耗材成本、相关临床试验团队的工资和福利以及与招募患者及聘请外部顾问有关的成本)；36.0%将用于IAE0972在中国正在进行及计划进行的临床试验(主要包括临床试验所用原材料及耗材成本、相关临床试验团队的工资和福利以及与招募患者及聘请外部顾问有关的成本)。,10.08,1.27,9.1530202797961,首发信息一览,10.08,7.82,医疗保健业,医疗保健,7451,盛禾生物-B,1.0,42200000.0,南京经开未来科技产业投资合伙企业(有限合伙),55.0,2024-11-24,2024-05-21,351400000,9.6014,超购于6.6217倍,1.0,富途证券国际(香港)有限公司,1.0,农银国际融资有限公司,已上市/半新股,46.8,D 回避/仅跟踪,暂不主动参与；仅在明显低估或上市后资金重新进场时复盘。,等待更多结构数据
